ModelName_x,ElementId,GlobalId,ModelName_y,_Info_Standard_Bid_Items.Standard_Item_Section_x,_Info_Standard_Bid_Items.Standard_Item_Description_x,_Info_Standard_Bid_Items.Standard_Item_Number_x,_Info_Standard_Bid_Items.Unit_of_Measure_x,_Info_Sign.Sign_Code,_Info_Sign.Sign_Name,_Info_Sign.Height,_Info_Sign.Width,_Info_Sign.Series,_Info_Sign.Standard,_Info_Sign.Action_x,_Info_Sign_Location.Reference_Alignment_1,_Info_Sign_Location.Reference_Alignment_2,_Info_Sign_Location.Station_Alg_1,_Info_Sign_Location.Offset_Alg_1,_Info_Sign_Location.Station_Alg_2,_Info_Sign_Location.Offset_Alg_2,_Info_Sign_Location.Alignment_Station_Offset,_Info_Sign_Location.Corridor_Alignment,_Info_Sign_Location.Corridor_Station,_Info_Sign_Location.Reference_Feature,_Info_Sign_Location.Reference_Offset,_Info_Standard_Bid_Items.Standard_Item_Section_y,_Info_Standard_Bid_Items.Standard_Item_Description_y,_Info_Standard_Bid_Items.Standard_Item_Number_y,_Info_Standard_Bid_Items.Unit_of_Measure_y,_Info_Sign.Action_y,_Info_Sign_Location.Station_Location
Default,73287,0qcE4HvDG4HgitFiVRo11R,Default,(None),(None),,,(None),(None),(None),(None),,,(None),,,,,,,  (),,,,,TRAFFIC,PERMANENT SIGNING,6890,L.S.,Install,  
