ModelName,ElementId_x,GlobalId,ModelName_x,ElementId_y,ModelName_y,_Info_Standard_Bid_Items.Standard_Item_Section,_Info_Standard_Bid_Items.Standard_Item_Description,_Info_Standard_Bid_Items.Standard_Item_Number,_Info_Standard_Bid_Items.Unit_of_Measure,_Info_Sign.Sign_Code,_Info_Sign.Sign_Name,_Info_Sign.Height,_Info_Sign.Width,_Info_Sign.Series,_Info_Sign.Standard,_Info_Sign.Action,_Info_Sign_Location.Reference_Alignment_1,_Info_Sign_Location.Reference_Alignment_2,_Info_Sign_Location.Station_Alg_1,_Info_Sign_Location.Offset_Alg_1,_Info_Sign_Location.Station_Alg_2,_Info_Sign_Location.Offset_Alg_2,_Info_Sign_Location.Alignment_Station_Offset,_Info_Sign_Location.Corridor_Alignment,_Info_Sign_Location.Corridor_Station,_Info_Sign_Location.Reference_Feature,_Info_Sign_Location.Reference_Offset
Default,73274,0qcE4HvDG4HgitFiVRo11R,Default,73274,Default,,,,,,,,,,,,,,,,,,  (),,,,
